<name2> = <val6>	<name2> に <val6> を入れる
<name5> . endswith ( <name3> , <val2> )	<name5> データの <val2> 番目が <name3> で終わるかどうか
<name1> . endswith ( <name2> , <val3> )	<name1> データの <val3> 番目が <name2> で終わるかどうか
<name5> . endswith ( <name4> , <val2> )	データ <name5> の <val2> 番目が <name4> で終わるかどうか
<name1> . endswith ( <name2> , <val3> )	データ <name1> の <val3> 番目が <name2> で終わるかどうか
if <name4> . endswith ( <name3> , <val1> ) :	もし <name4> の <val1> 番目が <name3> で終わるならば
if <name1> . endswith ( <name2> , <val3> ) :	もし <name1> の <val3> 番目が <name2> で終わるならば
if <name3> . endswith ( <name2> , <val6> ) :	もしデータ <name3> の <val6> 番目が <name2> で終わるなら
if <name1> . endswith ( <name2> , <val3> ) :	もしデータ <name1> の <val3> 番目が <name2> で終わるなら
if <name3> . endswith ( <name5> , <val1> ) :	もし <name3> データの <val1> 番目が <name5> で終わるならば
if <name1> . endswith ( <name2> , <val3> ) :	もし <name1> データの <val3> 番目が <name2> で終わるならば
<name5> . isupper ( )	<name5> が英大文字かどうか
<name1> . isupper ( )	<name1> が英大文字かどうか
<name4> . isupper ( )	データ <name4> が英大文字かどうか
<name1> . isupper ( )	データ <name1> が英大文字かどうか
<name5> . isupper ( )	<name5> データが英大文字かどうか
<name1> . isupper ( )	<name1> データが英大文字かどうか
if <name6> . isupper ( ) :	<name6> が英大文字ならば
if <name1> . isupper ( ) :	<name1> が英大文字ならば
if <name4> . isupper ( ) :	もし <name4> データが英大文字なら
if <name1> . isupper ( ) :	もし <name1> データが英大文字なら
if <name1> . isupper ( ) :	データ <name1> が英大文字ならば
<name1> . isupper ( )	<name1> 中の全ての文字が英大文字かどうか
<name6> . isupper ( )	値 <name6> 中の全ての文字が英大文字かどうか
<name1> . isupper ( )	値 <name1> 中の全ての文字が英大文字かどうか
<name1> . isupper ( )	<name1> 値中の全ての文字が英大文字かどうか
if <name1> . isupper ( ) :	<name1> 中の全ての文字が英大文字の場合
if <name2> . isupper ( ) :	<name2> 値中の全ての文字が英大文字ならば
if <name1> . isupper ( ) :	<name1> 値中の全ての文字が英大文字ならば
if <name6> . isupper ( ) :	もし値 <name6> 中の全ての文字が英大文字の場合
if <name1> . isupper ( ) :	もし値 <name1> 中の全ての文字が英大文字の場合
<name4> . isupper ( )	<name4> 中の全ての英字が大文字かどうか
<name1> . isupper ( )	<name1> 中の全ての英字が大文字かどうか
<name6> . isupper ( )	文字列 <name6> 中の全ての英字が大文字かどうか
<name1> . isupper ( )	文字列 <name1> 中の全ての英字が大文字かどうか
<name1> . isupper ( )	<name1> 文字列中の全ての英字が大文字かどうか
if <name2> . isupper ( ) :	もし <name2> 中の全ての英字が大文字のとき
if <name1> . isupper ( ) :	もし <name1> 中の全ての英字が大文字のとき
if <name1> . isupper ( ) :	<name1> 文字列中の全ての英字が大文字のとき
if <name1> . isupper ( ) :	もし文字列 <name1> 中の全ての英字が大文字なら
<name1> . isupper ( )	<name1> 中の英字全てが大文字かどうか
<name4> . isupper ( )	値 <name4> 中の英字全てが大文字かどうか
<name1> . isupper ( )	値 <name1> 中の英字全てが大文字かどうか
<name4> . isupper ( )	<name4> 値中の英字全てが大文字かどうか
<name1> . isupper ( )	<name1> 値中の英字全てが大文字かどうか
if <name6> . isupper ( ) :	もし <name6> 中の英字全てが大文字の場合
if <name1> . isupper ( ) :	もし <name1> 中の英字全てが大文字の場合
if <name5> . isupper ( ) :	もし値 <name5> 中の英字全てが大文字の場合
if <name1> . isupper ( ) :	もし値 <name1> 中の英字全てが大文字の場合
if <name3> . isupper ( ) :	もし <name3> 値中の英字全てが大文字なら
if <name1> . isupper ( ) :	もし <name1> 値中の英字全てが大文字なら
<name3> . islower ( )	<name3> が英小文字かどうか
<name1> . islower ( )	<name1> が英小文字かどうか
<name6> . islower ( )	<name6> データが英小文字かどうか
<name1> . islower ( )	<name1> データが英小文字かどうか
<name1> . islower ( )	データ <name1> が英小文字かどうか
if <name3> . islower ( ) :	<name3> が英小文字の場合
if <name1> . islower ( ) :	<name1> が英小文字の場合
if <name2> . islower ( ) :	<name2> データが英小文字のとき
if <name1> . islower ( ) :	<name1> データが英小文字のとき
if <name5> . islower ( ) :	もしデータ <name5> が英小文字ならば
if <name1> . islower ( ) :	もしデータ <name1> が英小文字ならば
<name4> . islower ( )	<name4> 中の全ての文字が英小文字かどうか
<name1> . islower ( )	<name1> 中の全ての文字が英小文字かどうか
<name3> . islower ( )	データ <name3> 中の全ての文字が英小文字かどうか
<name1> . islower ( )	データ <name1> 中の全ての文字が英小文字かどうか
<name2> . islower ( )	<name2> データ中の全ての文字が英小文字かどうか
<name1> . islower ( )	<name1> データ中の全ての文字が英小文字かどうか
if <name6> . islower ( ) :	<name6> 中の全ての文字が英小文字ならば
if <name1> . islower ( ) :	<name1> 中の全ての文字が英小文字ならば
if <name3> . islower ( ) :	もし <name3> データ中の全ての文字が英小文字ならば
if <name1> . islower ( ) :	もし <name1> データ中の全ての文字が英小文字ならば
if <name2> . islower ( ) :	もしデータ <name2> 中の全ての文字が英小文字ならば
if <name1> . islower ( ) :	もしデータ <name1> 中の全ての文字が英小文字ならば
<name1> . islower ( )	<name1> 中の全ての英字が小文字かどうか
<name1> . islower ( )	文字列 <name1> 中の全ての英字が小文字かどうか
<name2> . islower ( )	<name2> 文字列中の全ての英字が小文字かどうか
<name1> . islower ( )	<name1> 文字列中の全ての英字が小文字かどうか
if <name4> . islower ( ) :	もし <name4> 中の全ての英字が小文字の場合
if <name1> . islower ( ) :	もし <name1> 中の全ての英字が小文字の場合
if <name1> . islower ( ) :	<name1> 文字列中の全ての英字が小文字のとき
if <name4> . islower ( ) :	もし文字列 <name4> 中の全ての英字が小文字ならば
if <name1> . islower ( ) :	もし文字列 <name1> 中の全ての英字が小文字ならば
<name6> . islower ( )	<name6> 中の英字全てが小文字かどうか
<name1> . islower ( )	<name1> 中の英字全てが小文字かどうか
<name4> . islower ( )	値 <name4> 中の英字全てが小文字かどうか
<name1> . islower ( )	値 <name1> 中の英字全てが小文字かどうか
<name5> . islower ( )	<name5> 値中の英字全てが小文字かどうか
<name1> . islower ( )	<name1> 値中の英字全てが小文字かどうか
if <name4> . islower ( ) :	もし <name4> 中の英字全てが小文字のとき
if <name1> . islower ( ) :	もし <name1> 中の英字全てが小文字のとき
if <name3> . islower ( ) :	もし <name3> 値中の英字全てが小文字のとき
if <name1> . islower ( ) :	もし <name1> 値中の英字全てが小文字のとき
if <name3> . islower ( ) :	もし値 <name3> 中の英字全てが小文字のとき
if <name1> . islower ( ) :	もし値 <name1> 中の英字全てが小文字のとき
<name6> . isdigit ( )	<name6> が数字かどうか
<name1> . isdigit ( )	<name1> が数字かどうか
<name3> . isdigit ( )	<name3> 文字列が数字かどうか
<name1> . isdigit ( )	<name1> 文字列が数字かどうか
<name5> . isdigit ( )	文字列 <name5> が数字かどうか
<name1> . isdigit ( )	文字列 <name1> が数字かどうか
if <name6> . isdigit ( ) :	もし <name6> が数字の場合
if <name1> . isdigit ( ) :	もし <name1> が数字の場合
if <name4> . isdigit ( ) :	もし文字列 <name4> が数字のとき
if <name1> . isdigit ( ) :	もし文字列 <name1> が数字のとき
if <name1> . isdigit ( ) :	<name1> 文字列が数字ならば
<name2> . isdigit ( )	<name2> 中の全ての文字が数字かどうか
<name1> . isdigit ( )	<name1> 中の全ての文字が数字かどうか
<name1> . isdigit ( )	<name1> データ中の全ての文字が数字かどうか
<name2> . isdigit ( )	データ <name2> 中の全ての文字が数字かどうか
<name1> . isdigit ( )	データ <name1> 中の全ての文字が数字かどうか
if <name5> . isdigit ( ) :	もし <name5> 中の全ての文字が数字の場合
if <name1> . isdigit ( ) :	もし <name1> 中の全ての文字が数字の場合
if <name6> . isdigit ( ) :	もし <name6> データ中の全ての文字が数字ならば
if <name1> . isdigit ( ) :	もし <name1> データ中の全ての文字が数字ならば
if <name5> . isdigit ( ) :	もしデータ <name5> 中の全ての文字が数字のとき
if <name1> . isdigit ( ) :	もしデータ <name1> 中の全ての文字が数字のとき
<name6> . isdigit ( )	<name6> 全てが数字かどうか
<name1> . isdigit ( )	<name1> 全てが数字かどうか
<name6> . isdigit ( )	値 <name6> 全てが数字かどうか
<name1> . isdigit ( )	値 <name1> 全てが数字かどうか
<name3> . isdigit ( )	<name3> 値全てが数字かどうか
<name1> . isdigit ( )	<name1> 値全てが数字かどうか
if <name4> . isdigit ( ) :	もし <name4> 全てが数字の場合
if <name1> . isdigit ( ) :	もし <name1> 全てが数字の場合
if <name6> . isdigit ( ) :	値 <name6> 全てが数字のとき
if <name1> . isdigit ( ) :	値 <name1> 全てが数字のとき
if <name6> . isdigit ( ) :	もし <name6> 値全てが数字ならば
if <name1> . isdigit ( ) :	もし <name1> 値全てが数字ならば
<name4> . isdigit ( )	<name4> が数字であるかどうか
<name1> . isdigit ( )	<name1> が数字であるかどうか
<name3> . isdigit ( )	<name3> 値が数字であるかどうか
<name1> . isdigit ( )	<name1> 値が数字であるかどうか
<name2> . isdigit ( )	値 <name2> が数字であるかどうか
<name1> . isdigit ( )	値 <name1> が数字であるかどうか
if <name2> . isdigit ( ) :	もし <name2> が数字であるのとき
if <name1> . isdigit ( ) :	もし <name1> が数字であるのとき
if <name5> . isdigit ( ) :	もし値 <name5> が数字であるのとき
if <name1> . isdigit ( ) :	もし値 <name1> が数字であるのとき
if <name5> . isdigit ( ) :	<name5> 値が数字であるのとき
if <name1> . isdigit ( ) :	<name1> 値が数字であるのとき
<name4> . isalpha ( )	<name4> が全てアルファベットかどうか
<name1> . isalpha ( )	<name1> が全てアルファベットかどうか
<name6> . isalpha ( )	<name6> 値が全てアルファベットかどうか
<name1> . isalpha ( )	<name1> 値が全てアルファベットかどうか
<name5> . isalpha ( )	値 <name5> が全てアルファベットかどうか
<name1> . isalpha ( )	値 <name1> が全てアルファベットかどうか
if <name5> . isalpha ( ) :	もし <name5> が全てアルファベットの場合
if <name1> . isalpha ( ) :	もし <name1> が全てアルファベットの場合
if <name5> . isalpha ( ) :	もし値 <name5> が全てアルファベットのとき
if <name1> . isalpha ( ) :	もし値 <name1> が全てアルファベットのとき
if <name1> . isalpha ( ) :	もし <name1> 値が全てアルファベットなら
<name2> . isalnum ( )	<name2> が全て英数字かどうか
<name1> . isalnum ( )	<name1> が全て英数字かどうか
<name3> . isalnum ( )	文字列 <name3> が全て英数字かどうか
<name1> . isalnum ( )	文字列 <name1> が全て英数字かどうか
<name6> . isalnum ( )	<name6> 文字列が全て英数字かどうか
<name1> . isalnum ( )	<name1> 文字列が全て英数字かどうか
if <name1> . isalnum ( ) :	もし <name1> が全て英数字ならば
if <name4> . isalnum ( ) :	<name4> 文字列が全て英数字なら
if <name1> . isalnum ( ) :	<name1> 文字列が全て英数字なら
if <name3> . isalnum ( ) :	もし文字列 <name3> が全て英数字ならば
if <name1> . isalnum ( ) :	もし文字列 <name1> が全て英数字ならば
<name6> . isascii ( )	<name6> が全て ASCII 文字かどうか
<name1> . isascii ( )	<name1> が全て ASCII 文字かどうか
<name5> . isascii ( )	文字列 <name5> が全て ASCII 文字かどうか
<name1> . isascii ( )	文字列 <name1> が全て ASCII 文字かどうか
<name6> . isascii ( )	<name6> 文字列が全て ASCII 文字かどうか
<name1> . isascii ( )	<name1> 文字列が全て ASCII 文字かどうか
if <name1> . isascii ( ) :	もし <name1> が全て ASCII 文字ならば
if <name5> . isascii ( ) :	もし <name5> 文字列が全て ASCII 文字なら
if <name1> . isascii ( ) :	もし <name1> 文字列が全て ASCII 文字なら
if <name5> . isascii ( ) :	もし文字列 <name5> が全て ASCII 文字なら
if <name1> . isascii ( ) :	もし文字列 <name1> が全て ASCII 文字なら
<name2> . isdecimal ( )	<name2> が全て数字かどうか
<name1> . isdecimal ( )	<name1> が全て数字かどうか
<name6> . isdecimal ( )	値 <name6> が全て数字かどうか
<name1> . isdecimal ( )	値 <name1> が全て数字かどうか
<name2> . isdecimal ( )	<name2> 値が全て数字かどうか
<name1> . isdecimal ( )	<name1> 値が全て数字かどうか
if <name4> . isdecimal ( ) :	もし <name4> が全て数字ならば
if <name1> . isdecimal ( ) :	もし <name1> が全て数字ならば
if <name2> . isdecimal ( ) :	もし値 <name2> が全て数字のとき
if <name1> . isdecimal ( ) :	もし値 <name1> が全て数字のとき
if <name6> . isdecimal ( ) :	<name6> 値が全て数字ならば
if <name1> . isdecimal ( ) :	<name1> 値が全て数字ならば
<name3> . isnumeric ( )	<name3> が全て数字かどうか
<name1> . isnumeric ( )	<name1> が全て数字かどうか
<name2> . isnumeric ( )	値 <name2> が全て数字かどうか
<name1> . isnumeric ( )	値 <name1> が全て数字かどうか
<name3> . isnumeric ( )	<name3> 値が全て数字かどうか
<name1> . isnumeric ( )	<name1> 値が全て数字かどうか
if <name5> . isnumeric ( ) :	もし <name5> が全て数字ならば
if <name1> . isnumeric ( ) :	もし <name1> が全て数字ならば
if <name4> . isnumeric ( ) :	<name4> 値が全て数字なら
if <name1> . isnumeric ( ) :	<name1> 値が全て数字なら
if <name2> . isnumeric ( ) :	もし値 <name2> が全て数字のとき
if <name1> . isnumeric ( ) :	もし値 <name1> が全て数字のとき
<name6> . isidentifier ( )	<name6> が識別子として利用可能かどうか
<name1> . isidentifier ( )	<name1> が識別子として利用可能かどうか
<name3> . isidentifier ( )	<name3> 値が識別子として利用可能かどうか
<name1> . isidentifier ( )	<name1> 値が識別子として利用可能かどうか
<name5> . isidentifier ( )	識別子として値 <name5> が利用可能かどうか
<name1> . isidentifier ( )	識別子として値 <name1> が利用可能かどうか
<name3> . isidentifier ( )	識別子として <name3> が利用可能かどうか
<name1> . isidentifier ( )	識別子として <name1> が利用可能かどうか
<name6> . isidentifier ( )	識別子として <name6> 値が利用可能かどうか
<name1> . isidentifier ( )	識別子として <name1> 値が利用可能かどうか
<name5> . isidentifier ( )	値 <name5> が識別子として利用可能かどうか
<name1> . isidentifier ( )	値 <name1> が識別子として利用可能かどうか
if <name2> . isidentifier ( ) :	もし <name2> が識別子として利用可能の場合
if <name1> . isidentifier ( ) :	もし <name1> が識別子として利用可能の場合
if <name3> . isidentifier ( ) :	もし識別子として <name3> が利用可能なら
if <name1> . isidentifier ( ) :	もし識別子として <name1> が利用可能なら
if <name1> . isidentifier ( ) :	もし識別子として値 <name1> が利用可能なら
if <name4> . isidentifier ( ) :	もし <name4> 値が識別子として利用可能の場合
if <name1> . isidentifier ( ) :	もし <name1> 値が識別子として利用可能の場合
if <name6> . isidentifier ( ) :	もし値 <name6> が識別子として利用可能のとき
if <name1> . isidentifier ( ) :	もし値 <name1> が識別子として利用可能のとき
if <name6> . isidentifier ( ) :	もし識別子として <name6> 値が利用可能のとき
if <name1> . isidentifier ( ) :	もし識別子として <name1> 値が利用可能のとき
<name3> . isprintable ( )	<name3> がプリント可能かどうか
<name1> . isprintable ( )	<name1> がプリント可能かどうか
<name2> . isprintable ( )	文字列 <name2> がプリント可能かどうか
<name1> . isprintable ( )	文字列 <name1> がプリント可能かどうか
<name5> . isprintable ( )	<name5> 文字列がプリント可能かどうか
<name1> . isprintable ( )	<name1> 文字列がプリント可能かどうか
<name1> . isprintable ( )	文字列 <name1> が印字可能かどうか
<name1> . isprintable ( )	<name1> が印字可能かどうか
<name3> . isprintable ( )	<name3> 文字列が印字可能かどうか
<name1> . isprintable ( )	<name1> 文字列が印字可能かどうか
if <name6> . isprintable ( ) :	<name6> がプリント可能なら
if <name1> . isprintable ( ) :	<name1> がプリント可能なら
if <name1> . isprintable ( ) :	文字列 <name1> がプリント可能なら
if <name1> . isprintable ( ) :	もし <name1> 文字列がプリント可能の場合
if <name3> . isprintable ( ) :	もし <name3> 文字列が印字可能の場合
if <name1> . isprintable ( ) :	もし <name1> 文字列が印字可能の場合
if <name5> . isprintable ( ) :	もし文字列 <name5> が印字可能の場合
if <name1> . isprintable ( ) :	もし文字列 <name1> が印字可能の場合
if <name5> . isprintable ( ) :	もし <name5> が印字可能のとき
if <name1> . isprintable ( ) :	もし <name1> が印字可能のとき
set ( )	空のセット
set ( )	空の集合
<name3> = set ( )	空の集合を <name3> とする
<name1> = set ( )	空の集合を <name1> とする
<name2> = set ( )	空のセットを <name2> とする
<name1> = set ( )	空のセットを <name1> とする
set ( )	空集合
<name6> = set ( )	空集合を <name6> とする
<name1> = set ( )	空集合を <name1> とする
set ( <name1> )	<name1> のセット
set ( <name5> )	<name5> リストの集合
set ( <name1> )	<name1> リストの集合
set ( <name5> )	リスト <name5> の集合
set ( <name1> )	リスト <name1> の集合
set ( <name4> )	リスト <name4> のセット
set ( <name1> )	リスト <name1> のセット
set ( <name2> )	<name2> の集合
set ( <name1> )	<name1> の集合
set ( <name4> )	<name4> リストのセット
set ( <name1> )	<name1> リストのセット
<name1> = set ( <name6> )	<name6> の集合を <name1> に代入する
<name1> = set ( <name2> )	<name2> の集合を <name1> に代入する
<name6> = set ( <name3> )	リスト <name3> の集合を <name6> とする
<name1> = set ( <name2> )	リスト <name2> の集合を <name1> とする
<name3> = set ( <name4> )	<name4> リストの集合を <name3> に代入する
<name1> = set ( <name2> )	<name2> リストの集合を <name1> に代入する
<name2> = set ( <name4> )	<name4> リストのセットを <name2> に代入する
<name1> = set ( <name2> )	<name2> リストのセットを <name1> に代入する
<name2> = set ( <name1> )	<name1> のセットを <name2> に代入する
<name1> = set ( <name2> )	<name2> のセットを <name1> に代入する
<name5> = set ( <name3> )	リスト <name3> のセットを <name5> に代入する
<name1> = set ( <name2> )	リスト <name2> のセットを <name1> に代入する
<name6> . add ( <val4> )	<name6> に <val4> を追加する
<name1> . add ( <val2> )	<name1> に <val2> を追加する
<name5> . add ( <val6> )	<val6> を集合 <name5> に加える
<name1> . add ( <val2> )	<val2> を集合 <name1> に加える
<name6> . add ( <val5> )	集合 <name6> に <val5> を加える
<name1> . add ( <val2> )	集合 <name1> に <val2> を加える
<name2> . add ( <val1> )	セット <name2> に <val1> を入れる
<name1> . add ( <val2> )	セット <name1> に <val2> を入れる
<name4> . add ( <val3> )	<name4> 集合に <val3> を加える
<name1> . add ( <val2> )	<name1> 集合に <val2> を加える
<name2> . add ( <val4> )	<val4> を <name2> に入れる
<name1> . add ( <val2> )	<val2> を <name1> に入れる
<name3> . add ( <val4> )	<name3> セットに <val4> を加える
<name1> . add ( <val2> )	<name1> セットに <val2> を加える
<name6> . add ( <val2> )	<name6> 集合に <val2> を追加する
<name1> . add ( <val2> )	<name1> 集合に <val2> を追加する
<name4> . add ( <val3> )	<name4> に <val3> を加える
<name1> . add ( <val2> )	<name1> に <val2> を加える
<name5> . add ( <val1> )	<name5> に <val1> を付加する
<name1> . add ( <val2> )	<name1> に <val2> を付加する
<name6> . add ( <val1> )	セット <name6> に <val1> を付加する
<name1> . add ( <val2> )	セット <name1> に <val2> を付加する
<name3> . add ( <val6> )	<val6> を集合 <name3> に追加する
<name1> . add ( <val2> )	<val2> を集合 <name1> に追加する
<name4> . add ( <val5> )	<val5> をセット <name4> に入れる
<name1> . add ( <val2> )	<val2> をセット <name1> に入れる
<name2> . add ( <val1> )	<name2> 集合に <val1> を付加する
<name1> . add ( <val2> )	<name1> 集合に <val2> を付加する
<name6> . add ( <val2> )	<val2> を <name6> に加える
<name1> . add ( <val2> )	<val2> を <name1> に加える
<name5> . add ( <val4> )	<val4> を <name5> 集合に入れる
<name1> . add ( <val2> )	<val2> を <name1> 集合に入れる
<name5> . add ( <val2> )	<name5> に <val2> を入れる
<name1> . add ( <val2> )	<name1> に <val2> を入れる
<name6> . add ( <val4> )	<val4> を <name6> に付加する
<name1> . add ( <val2> )	<val2> を <name1> に付加する
<name2> . add ( <val1> )	<val1> を <name2> に追加する
<name1> . add ( <val2> )	<val2> を <name1> に追加する
<name4> . add ( <val6> )	<val6> を <name4> セットに入れる
<name1> . add ( <val2> )	<val2> を <name1> セットに入れる
<name4> . add ( <val2> )	<val2> を <name4> セットに加える
<name1> . add ( <val2> )	<val2> を <name1> セットに加える
<name3> . add ( <val2> )	集合 <name3> に <val2> を追加する
<name1> . add ( <val2> )	集合 <name1> に <val2> を追加する
<name4> . add ( <val3> )	<val3> を <name4> セットに追加する
<name1> . add ( <val2> )	<val2> を <name1> セットに追加する
<name3> . add ( <val5> )	<val5> をセット <name3> に加える
<name1> . add ( <val2> )	<val2> をセット <name1> に加える
<name5> . add ( <val3> )	セット <name5> に <val3> を追加する
<name1> . add ( <val2> )	セット <name1> に <val2> を追加する
<name5> . add ( <val6> )	<val6> をセット <name5> に付加する
<name1> . add ( <val2> )	<val2> をセット <name1> に付加する
<name2> . add ( <val3> )	<val3> を集合 <name2> に入れる
<name1> . add ( <val2> )	<val2> を集合 <name1> に入れる
<name6> . add ( <val2> )	集合 <name6> に <val2> を入れる
<name1> . add ( <val2> )	集合 <name1> に <val2> を入れる
<name5> . add ( <val2> )	<val2> を集合 <name5> に付加する
<name1> . add ( <val2> )	<val2> を集合 <name1> に付加する
<name1> . add ( <val4> )	<name1> 集合に <val4> を入れる
<name1> . add ( <val2> )	<name1> 集合に <val2> を入れる
<name1> . add ( <val3> )	<val3> を <name1> 集合に付加する
<name1> . add ( <val2> )	<val2> を <name1> 集合に付加する
<name2> . add ( <val4> )	<name2> セットに <val4> を追加する
<name1> . add ( <val2> )	<name1> セットに <val2> を追加する
<name1> . add ( <val5> )	<name1> セットに <val5> を入れる
<name1> . add ( <val2> )	<name1> セットに <val2> を入れる
<name5> . add ( <val2> )	セット <name5> に <val2> を加える
<name1> . add ( <val2> )	セット <name1> に <val2> を加える
<name3> . add ( <val1> )	集合 <name3> に <val1> を付加する
<name1> . add ( <val2> )	集合 <name1> に <val2> を付加する
<name5> . add ( <val1> )	<name5> セットに <val1> を付加する
<name1> . add ( <val2> )	<name1> セットに <val2> を付加する
<name6> . add ( <val2> )	<val2> をセット <name6> に追加する
<name1> . add ( <val2> )	<val2> をセット <name1> に追加する
<name2> . add ( <val6> )	<val6> を <name2> セットに付加する
<name1> . add ( <val2> )	<val2> を <name1> セットに付加する
<name1> . add ( <val2> )	<val2> を <name1> 集合に加える
<name5> . add ( <val1> )	<val1> を <name5> 集合に追加する
<name1> . add ( <val2> )	<val2> を <name1> 集合に追加する
<name6> . remove ( <val5> )	<name6> から <val5> を削除する
<name1> . remove ( <val2> )	<name1> から <val2> を削除する
<name2> . remove ( <val4> )	集合 <name2> から <val4> を消す
<name1> . remove ( <val2> )	集合 <name1> から <val2> を消す
<name6> . remove ( <val4> )	<name6> 集合から <val4> を除去する
<name1> . remove ( <val2> )	<name1> 集合から <val2> を除去する
<name3> . remove ( <val6> )	集合 <name3> から <val6> を除去する
<name1> . remove ( <val2> )	集合 <name1> から <val2> を除去する
<name5> . remove ( <val1> )	<name5> から <val1> を取り除く
<name1> . remove ( <val2> )	<name1> から <val2> を取り除く
<name2> . remove ( <val5> )	<name2> 集合から <val5> を消す
<name1> . remove ( <val2> )	<name1> 集合から <val2> を消す
<name1> . remove ( <val6> )	<name1> から <val6> を除去する
<name1> . remove ( <val2> )	<name1> から <val2> を除去する
<name1> . remove ( <val3> )	集合 <name1> から <val3> を消去する
<name1> . remove ( <val2> )	集合 <name1> から <val2> を消去する
<name3> . remove ( <val2> )	<name3> 集合から <val2> を消去する
<name1> . remove ( <val2> )	<name1> 集合から <val2> を消去する
<name4> . remove ( <val1> )	<name4> 集合から <val1> を削除する
<name1> . remove ( <val2> )	<name1> 集合から <val2> を削除する
<name4> . remove ( <val3> )	<name4> から <val3> を消す
<name1> . remove ( <val2> )	<name1> から <val2> を消す
<name6> . remove ( <val4> )	<name6> から <val4> を消去する
<name1> . remove ( <val2> )	<name1> から <val2> を消去する
<name6> . remove ( <val2> )	集合 <name6> から <val2> を取り除く
<name1> . remove ( <val2> )	集合 <name1> から <val2> を取り除く
<name1> . remove ( <val2> )	<name1> 集合から <val2> を取り除く
<name5> . remove ( <val1> )	集合 <name5> から <val1> を削除する
<name1> . remove ( <val2> )	集合 <name1> から <val2> を削除する
<name3> . union ( <name5> )	<name3> と <name5> の和集合
<name1> . union ( <name2> )	<name1> と <name2> の和集合
<name3> . union ( <name6> )	<name3> 集合と <name6> 集合の和集合
<name1> . union ( <name2> )	<name1> 集合と <name2> 集合の和集合
<name5> . union ( <name6> )	集合 <name5> とセット <name6> の和集合
<name1> . union ( <name2> )	集合 <name1> とセット <name2> の和集合
<name3> . union ( <name5> )	<name3> 集合と <name5> セットの和集合
<name1> . union ( <name2> )	<name1> 集合と <name2> セットの和集合
<name5> . union ( <name3> )	集合 <name5> と集合 <name3> の和集合
<name1> . union ( <name2> )	集合 <name1> と集合 <name2> の和集合
<name1> . union ( <name2> )	<name1> と <name2> の和集合を算出する
<name6> . union ( <name1> )	<name6> 集合と <name1> セットの和集合を計算する
<name1> . union ( <name2> )	<name1> 集合と <name2> セットの和集合を計算する
<name2> . union ( <name5> )	<name2> 集合と <name5> 集合の和集合を計算する
<name1> . union ( <name2> )	<name1> 集合と <name2> 集合の和集合を計算する
<name4> . union ( <name1> )	集合 <name4> とセット <name1> の和集合を計算する
<name1> . union ( <name2> )	集合 <name1> とセット <name2> の和集合を計算する
<name5> . union ( <name1> )	集合 <name5> と集合 <name1> の和集合を算出する
<name1> . union ( <name2> )	集合 <name1> と集合 <name2> の和集合を算出する
<name5> . union ( <name6> )	<name5> と <name6> の和集合を抽出する
<name1> . union ( <name2> )	<name1> と <name2> の和集合を抽出する
<name3> . union ( <name5> )	<name3> 集合と <name5> 集合の和集合をえる
<name1> . union ( <name2> )	<name1> 集合と <name2> 集合の和集合をえる
<name2> . union ( <name5> )	集合 <name2> と集合 <name5> の和集合を得る
<name1> . union ( <name2> )	集合 <name1> と集合 <name2> の和集合を得る
<name1> . union ( <name4> )	<name1> 集合と <name4> セットの和集合をえる
<name1> . union ( <name2> )	<name1> 集合と <name2> セットの和集合をえる
<name5> . union ( <name6> )	集合 <name5> とセット <name6> の和集合を抽出する
<name1> . union ( <name2> )	集合 <name1> とセット <name2> の和集合を抽出する
<name1> . intersection ( <name4> )	<name1> と <name4> の共通部分
<name1> . intersection ( <name2> )	<name1> と <name2> の共通部分
<name5> . intersection ( <name3> )	集合 <name5> と集合 <name3> の積集合
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の積集合
<name2> . intersection ( <name1> )	<name2> セットと <name1> セットの共通部分
<name1> . intersection ( <name2> )	<name1> セットと <name2> セットの共通部分
<name6> . intersection ( <name4> )	集合 <name6> と集合 <name4> の共通部分
<name1> . intersection ( <name2> )	集合 <name1> と集合 <name2> の共通部分
<name2> . intersection ( <name5> )	<name2> 集合と <name5> 集合の共通部分
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の共通部分
<name5> . intersection ( <name2> )	セット <name5> とセット <name2> の共通部分
<name1> . intersection ( <name2> )	セット <name1> とセット <name2> の共通部分
<name4> . intersection ( <name3> )	<name4> セットと <name3> セットの積集合
<name1> . intersection ( <name2> )	<name1> セットと <name2> セットの積集合
<name1> . intersection ( <name4> )	<name1> と <name4> の積集合
<name1> . intersection ( <name2> )	<name1> と <name2> の積集合
<name6> . intersection ( <name4> )	<name6> 集合と <name4> 集合の積集合
<name1> . intersection ( <name2> )	<name1> 集合と <name2> 集合の積集合
<name5> . intersection ( <name2> )	セット <name5> とセット <name2> の積集合
<name1> . intersection ( <name2> )	セット <name1> とセット <name2> の積集合
<name6> . intersection ( <name3> )	<name6> と <name3> の共通部分を計算する
<name1> . intersection ( <name2> )	<name1> と <name2> の共通部分を計算する
<name5> . intersection ( <name3> )	<name5> と <name3> の積集合を求める
<name1> . intersection ( <name2> )	<name1> と <name2> の積集合を求める
<name5> . intersection ( <name2> )	集合 <name5> と集合 <name2> の共通部分を求める
